firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/agility/value,stats/jumping/value,stats/stamina/value,stats/strength/value,stats/awareness/value,stats/bCVision/value,stats/blockShedding/value,stats/breakSack/value,stats/breakTackle/value,stats/carrying/value,stats/catchInTraffic/value,stats/catching/value,stats/changeOfDirection/value,stats/deepRouteRunning/value,stats/finesseMoves/value,stats/hitPower/value,stats/impactBlocking/value,stats/injury/value,stats/jukeMove/value,stats/kickAccuracy/value,stats/kickPower/value,stats/kickReturn/value,stats/leadBlock/value,stats/manCoverage/value,stats/mediumRouteRunning/value,stats/overall/value,stats/passBlock/value,stats/passBlockFinesse/value,stats/passBlockPower/value,stats/playAction/value,stats/playRecognition/value,stats/powerMoves/value,stats/press/value,stats/pursuit/value,stats/release/value,stats/runBlock/value,stats/runBlockFinesse/value,stats/runBlockPower/value,stats/shortRouteRunning/value,stats/spectacularCatch/value,stats/speed/value,stats/spinMove/value,stats/stiffArm/value,stats/tackle/value,stats/throwAccuracyDeep/value,stats/throwAccuracyMid/value,stats/throwAccuracyShort/value,stats/throwOnTheRun/value,stats/throwPower/value,stats/throwUnderPressure/value,stats/toughness/value,stats/trucking/value,stats/zoneCoverage/value,contractYears,contractTotalValue_M,contractAPY_M,contractTotalGuaranteed_M,Development
Erik,Affholter,Denver,SS,Kentucky,25,64,11/1/99,74,210,1,43,2,Zone - S,82,80,89,84,61,63,62,61,18,42,59,63,72,82,8,40,73,61,96,65,14,20,41,20,59,16,65,35,38,37,7,64,33,75,72,19,36,38,35,17,66,84,56,46,72,7,10,15,9,24,11,81,36,68,1,0.96,0.96,0.0,Normal
Antoine,Majkowski,Los Angeles A,FS,Stanford,25,64,8/24/00,73,203,1,40,2,Hybrid - S,92,86,93,87,65,65,65,52,20,61,58,56,61,80,12,43,68,59,94,67,13,23,42,19,69,17,64,33,33,32,13,65,33,62,74,22,37,36,37,19,62,89,60,49,45,12,10,13,14,28,14,84,52,62,1,0.96,0.96,0.0,Normal
Alois,Chapman,Detroit,TE,Ole Miss,26,64,10/30/98,75,250,1,88,4,Vertical Threat - TE,81,83,85,83,71,61,74,44,24,57,76,76,79,75,57,8,32,66,84,71,54,70,40,52,15,60,66,61,62,54,6,35,11,32,44,63,60,54,53,65,79,83,63,64,44,9,10,13,11,29,11,85,67,44,1,1.3375,1.3375,0.4825,Normal
Olanda,Ruhman,Seattle,HB,Georgia,25,64,3/3/00,72,210,1,25,2,Elusive Back - HB,91,81,85,83,68,66,75,35,36,83,85,45,71,84,54,10,28,40,81,76,22,18,78,39,25,55,64,57,34,22,29,22,9,26,42,49,46,24,31,66,46,89,70,76,40,37,39,47,51,54,40,80,68,35,4,3.930852,0.982713,0.090852,Normal
Chartric,Tepper,Detroit,CB,N. Arizona,27,64,3/31/98,69,170,1,30,5,Manto Man - CB,92,90,88,88,51,58,74,53,10,52,60,59,65,85,36,37,69,51,82,77,13,14,64,20,64,33,63,32,34,33,9,56,31,67,76,24,35,38,32,31,65,90,65,29,56,5,6,9,7,35,13,84,15,61,2,3.3,1.65,0.3,Normal
Win,Fangupo,Minnesota,MLB,Penn State,22,64,1/28/03,73,243,1,41,0,Field General - MLB,93,75,82,88,74,64,45,63,22,39,58,42,48,72,15,49,78,79,89,47,16,20,12,23,55,22,64,46,46,44,8,63,53,47,81,22,43,47,44,21,50,84,44,43,78,5,6,4,7,25,13,90,41,61,4,4.419068,1.104767,0.219068,Normal
Alton,Boose,Atlanta,DT,W. Illinois,28,64,8/5/97,75,297,1,94,5,,77,66,79,73,83,60,22,71,12,15,28,16,25,51,3,57,78,80,87,20,15,22,16,20,16,5,64,45,45,45,6,62,69,12,73,13,45,45,45,10,16,72,18,29,76,6,6,6,6,24,14,81,26,22,1,0.96,0.96,0.0,Normal
Jeff,Bukaty,Houston,RG,Michigan,23,64,12/11/01,76,309,1,73,1,Power - G,60,48,70,86,84,58,17,30,12,13,24,20,25,57,8,17,35,81,92,7,11,16,7,78,12,12,65,66,59,70,5,15,11,9,34,11,70,71,71,16,15,62,9,11,32,6,5,2,7,13,11,86,7,12,4,4.103716,1.025929,0.083716,Normal
Elroy,Willging,Atlanta,LS,Ohio State,28,64,6/5/97,74,247,1,49,4,Accurate - LS,82,62,71,73,65,56,28,44,11,23,68,49,55,56,31,12,51,67,91,37,14,22,8,56,20,37,66,55,54,51,6,37,12,11,48,19,45,43,40,49,47,74,27,46,53,7,18,24,3,36,11,73,38,20,4,5.78,1.445,2.0,Normal
Norm,Bostic,Detroit,SS,Ball State,25,64,5/31/00,69,202,1,24,1,Zone - S,91,84,89,88,58,62,65,58,10,32,60,59,65,81,14,45,71,58,92,68,14,17,33,22,61,13,62,34,35,36,6,63,35,64,75,22,37,36,38,25,61,89,64,32,66,6,6,6,7,24,18,86,26,67,1,0.96,0.96,0.0,Normal
Tandon,Parker,Denver,TE,Pittsburgh,27,64,7/11/98,78,253,1,85,2,Vertical Threat - TE,87,77,83,78,70,67,76,21,29,56,70,70,79,72,50,14,39,58,91,65,10,14,23,55,13,61,63,60,51,54,25,23,12,15,30,64,58,54,50,65,74,84,55,71,37,30,39,48,21,63,22,77,64,14,1,1.03,1.03,0.0,Normal
Tamba,Venuto,Tampa Bay,RG,Indiana,25,64,1/3/00,78,305,1,72,2,Power - G,74,60,73,67,82,61,22,29,12,9,28,14,21,44,1,15,32,83,90,14,21,21,5,72,12,5,63,70,70,71,6,17,14,5,34,14,72,71,71,10,15,68,12,19,27,4,6,3,7,20,16,83,30,14,1,0.84,0.84,0.0,Normal
Ox,Lucier,Houston,TE,Iowa,24,64,6/29/01,78,250,1,42,0,Vertical Threat - TE,81,78,84,83,74,70,67,39,26,64,72,75,78,74,55,31,42,64,84,65,23,24,24,48,25,59,64,58,56,57,26,31,34,17,44,68,55,55,55,65,77,77,61,61,45,15,20,9,21,28,36,85,68,29,4,4.301672,1.075418,0.101672,Normal
Mal,Mariani,San Francisco,TE,Ohio State,27,64,10/14/97,77,250,1,89,4,Possession - TE,80,82,87,82,81,64,64,43,15,52,78,75,78,69,50,14,43,69,91,58,20,24,19,54,12,56,66,65,62,62,9,17,18,18,46,63,60,59,65,62,73,77,47,64,49,9,10,14,11,25,11,89,67,17,3,15.75,5.25,6.0,Normal
Ryan,Lundy,New England,LT,Missouri,23,64,6/22/02,79,317,1,52,0,Power - OT,73,66,71,90,88,67,11,26,23,8,34,25,24,57,4,9,29,83,87,13,16,11,11,75,27,5,65,72,68,73,2,33,9,7,17,17,72,65,73,16,27,66,6,10,22,4,6,9,5,22,16,89,26,14,4,4.348328,1.087082,0.148328,Normal
Tiki,Meisner,Denver,CB,Clemson,25,64,1/12/00,72,191,1,46,2,Zone - CB,92,81,76,90,52,63,63,51,15,52,59,62,65,81,28,35,63,53,89,70,14,15,45,15,62,30,64,35,35,35,6,62,25,71,71,32,35,35,35,33,57,88,63,38,56,6,6,6,14,27,9,84,31,66,1,1.03,1.03,0.0,Normal
Natrone,Boling,Pittsburgh,MLB,Ole Miss,26,64,8/14/99,71,235,1,93,3,Run Stopper - MLB,88,70,80,82,83,61,74,67,25,68,70,56,60,72,25,51,76,77,88,60,15,11,34,33,49,31,64,47,47,46,8,60,43,43,79,27,44,47,44,35,56,82,49,63,79,5,6,8,7,13,12,78,55,54,4,3.772356,0.943089,0.112356,Normal
Otto,Clemens,Baltimore,CB,Arkansas,23,64,7/16/02,72,192,1,28,0,Manto Man - CB,94,78,79,85,65,58,63,39,11,47,56,60,69,82,9,35,58,52,93,69,13,11,51,15,67,19,62,32,32,29,9,57,23,69,75,24,33,35,38,31,65,92,66,32,51,7,6,6,8,19,9,86,30,70,3,2.97,0.99,0.005,Normal
Les,Spiller,Dallas,RT,North Dakota,25,64,12/15/99,80,305,1,79,3,Agile - OT,77,78,67,82,88,67,14,34,9,6,30,14,21,60,12,32,31,75,82,7,11,19,10,81,10,15,63,65,70,66,5,23,23,9,22,16,67,67,68,13,15,72,13,14,31,10,6,2,5,17,7,78,17,11,4,8.0,2.0,4.0,Normal
Ramondo,Junkin,Tennessee,FS,Miami Univ.,26,64,4/7/99,73,222,1,44,3,Run Support - S,87,85,79,86,67,60,61,62,14,34,62,49,63,79,9,49,81,52,93,63,12,14,33,16,58,8,64,36,33,34,8,65,46,64,77,17,36,33,36,14,56,88,58,48,63,4,7,11,9,32,6,87,54,65,1,1.1,1.1,0.0,Normal
Mule,Spurlock,Kansas City,LG,W. Michigan,27,64,10/21/97,76,301,1,66,3,Power - G,74,61,71,79,85,62,16,27,12,23,35,15,38,54,14,12,28,80,91,12,13,10,14,69,12,17,66,65,73,73,5,7,12,13,25,19,68,68,73,29,16,62,11,20,28,3,6,3,5,13,13,81,27,12,1,1.03,1.03,0.0,Normal
Hewritt,Anelli,Cincinnati,WR,Penn State,25,64,9/15/99,73,205,1,82,2,,87,90,83,86,59,58,79,35,28,70,74,81,78,89,59,10,32,50,93,73,20,17,66,30,18,67,63,26,16,20,19,28,10,15,43,62,54,47,41,68,79,86,69,55,32,23,25,30,15,33,19,87,54,26,1,0.96,0.96,0.0,Normal
Wayland,Patrick,Buffalo,QB,North Carolina,31,64,8/20/94,74,220,1,11,8,Scrambler - QB,83,87,71,82,69,54,82,25,74,71,61,33,43,83,16,8,30,30,92,70,22,30,12,22,15,29,64,17,20,23,80,16,9,15,42,29,19,21,17,37,28,85,71,58,36,78,74,82,77,91,73,85,51,17,2,5.25,2.625,2.71,Normal
Hayward,Schwall,Los Angeles A,CB,Oregon,22,64,3/3/03,69,183,1,46,0,Manto Man - CB,92,84,76,89,62,55,66,41,11,50,57,62,68,82,9,33,58,49,85,69,11,16,52,12,67,21,62,28,33,31,10,56,22,71,71,26,31,39,33,31,65,92,59,35,50,5,6,8,7,26,11,83,27,69,3,2.98,0.993333,0.04,Normal
Juaquin,Haggins,Philadelphia,LOLB,Nebraska,26,64,8/1/99,76,247,1,45,2,Run Stopper - OLB,91,75,82,73,76,62,38,76,7,35,42,32,44,71,13,61,79,86,90,50,13,12,11,31,34,20,63,37,33,35,7,62,66,46,80,23,39,39,38,27,36,82,45,48,75,12,15,21,7,23,8,79,39,40,1,1.03,1.03,0.0,Normal
Loyd,Sacksteder,Miami,SS,California,23,64,10/18/01,72,210,1,32,1,Zone - S,86,85,74,81,66,63,75,62,18,59,71,64,74,80,43,35,85,61,92,74,18,17,41,32,63,42,66,34,32,31,9,61,44,71,77,33,36,36,33,56,67,85,64,59,60,19,27,35,21,44,27,78,65,67,4,4.199764,1.049941,0.179764,Normal
Monte,Orlich,New York A,WR,Florida State,26,64,8/12/99,72,181,1,81,2,,91,80,81,84,51,68,76,24,22,70,68,77,76,84,68,8,19,33,81,78,21,17,48,14,13,67,63,23,26,19,3,13,12,17,28,59,35,18,22,73,76,86,71,54,31,2,10,12,12,24,21,79,44,17,4,8.0,2.0,4.0,Normal
Stevenson,Donchez,Pittsburgh,FS,Memphis,25,64,11/5/99,72,206,1,35,2,Hybrid - S,93,79,78,84,62,63,62,50,41,52,58,64,74,80,12,34,84,63,91,68,18,17,47,19,66,21,62,27,24,25,31,60,42,73,70,21,28,28,31,28,70,88,61,32,63,33,38,45,42,46,26,87,48,63,1,0.96,0.96,0.0,Normal
Auston,Best,Miami,RE,P. View AM,29,64,5/9/96,76,253,1,56,7,Smaller Speed Rusher - DE,90,78,89,78,79,59,46,64,12,28,57,51,65,70,35,65,79,79,86,62,18,15,11,13,52,43,65,44,46,44,4,58,59,34,78,51,48,46,47,50,54,91,57,22,75,3,6,6,5,21,8,84,45,60,1,1.505,1.505,0.375,Normal
Jared,Salata,Tampa Bay,SS,UTSA,24,64,6/6/01,69,203,1,38,1,Run Support - S,93,86,86,84,56,61,80,58,29,68,65,60,70,87,8,39,77,56,84,75,12,11,59,23,52,16,63,19,22,20,28,65,33,66,71,27,21,19,22,30,62,87,67,54,68,12,12,24,24,24,24,85,68,63,1,0.84,0.84,0.0,Normal
Toby,Svitek,Cincinnati,C,Ohio State,24,64,8/27/01,76,304,1,68,0,Power - C,72,58,66,83,89,65,17,24,15,6,25,13,23,60,7,12,25,85,84,10,14,14,12,77,11,2,62,70,64,72,6,14,18,7,24,10,71,69,74,17,14,62,10,16,23,5,6,7,5,12,15,82,27,12,3,2.98,0.993333,0.015,Normal
Tubby,Flick,New England,LG,Eastern Michigan,27,64,6/8/98,77,326,1,62,2,Power - G,70,62,76,86,84,70,53,46,12,32,50,48,51,51,32,48,59,84,96,50,20,20,12,71,15,40,63,69,66,66,4,48,54,21,56,44,78,69,68,42,44,74,48,53,51,5,6,6,7,26,7,83,50,23,4,4.604112,1.151028,0.764112,Normal
Lake,Bruder,Pittsburgh,QB,Kansas State,28,64,6/4/97,74,219,1,17,3,Strong Arm - QB,83,86,76,74,64,61,78,24,65,55,56,16,34,80,8,8,18,15,86,62,16,23,9,18,10,14,63,14,15,11,75,10,9,7,26,12,20,19,23,15,19,78,40,41,23,78,77,84,75,85,78,80,40,15,1,1.1,1.1,0.0,Normal
Hank,Lathrop,Pittsburgh,LG,Maryland,25,64,6/7/00,77,305,1,74,2,Power - G,71,61,78,82,86,74,25,20,12,22,25,20,22,47,5,11,35,84,89,14,16,18,9,67,12,5,63,69,66,71,7,28,26,14,18,13,65,69,62,9,21,65,10,21,36,3,7,11,10,22,16,84,26,12,4,3.917776,0.979444,0.077776,Normal
Shawn,Hazelton,Cincinnati,TE,Arizona,26,64,3/15/99,77,244,1,84,1,Vertical Threat - TE,86,71,83,81,74,63,69,39,20,62,76,76,75,65,52,12,38,62,87,67,18,18,33,51,15,61,62,55,53,50,16,21,11,23,41,66,54,52,57,60,77,86,58,68,39,10,15,21,26,29,16,89,65,18,4,4.203056,1.050764,0.183056,Normal
Ramey,Kafentzis,Minnesota,WR,Southern Miss,27,64,5/15/98,73,200,1,14,4,Deep Threat - WR,85,81,94,86,65,63,75,34,18,63,75,78,78,83,66,10,40,47,89,74,12,19,71,22,22,68,63,29,19,20,5,24,10,25,42,73,50,26,24,71,71,89,71,59,37,8,10,13,10,24,17,80,61,26,1,1.87,1.87,0.5,Normal
Kelechi,Kusko,New York N,RE,North Carolina,27,64,3/16/98,75,260,1,45,3,Smaller Speed Rusher - DE,82,76,78,74,78,54,32,68,12,25,36,25,33,69,4,71,70,74,86,42,12,17,20,20,38,8,65,48,42,44,2,57,64,40,84,28,46,45,43,14,30,82,36,34,73,5,6,3,5,30,13,77,37,46,4,8.0,2.0,4.0,Normal
Wuert,Hufford,Green Bay,RT,Georgia State,25,64,8/17/00,78,317,1,79,1,Power - OT,70,49,71,82,84,71,8,39,9,10,21,10,26,52,6,36,39,79,93,9,10,10,12,80,9,9,64,71,67,68,8,22,41,8,39,13,71,71,66,8,13,61,9,26,45,5,8,9,9,21,7,89,20,8,4,4.19138,1.047845,0.17138,Normal
Lavelle,Raskowski,Detroit,LOLB,Saginaw Valley,26,64,11/7/98,75,235,1,53,2,Run Stopper - OLB,88,87,84,81,73,57,37,66,11,33,46,46,63,82,4,51,87,65,89,47,22,24,11,27,50,10,64,37,37,34,13,59,63,43,81,14,36,36,34,16,55,87,43,54,73,10,16,21,15,26,12,76,49,55,3,2.695,0.898333,0.0,Normal
Vinnie,Holub,Green Bay,LG,Minnesota,24,64,4/20/01,77,302,1,60,0,Power - G,66,57,73,82,83,60,9,23,14,10,19,15,23,55,4,10,29,83,83,11,12,13,8,82,11,7,62,70,65,70,8,14,15,11,24,15,69,70,71,16,13,67,9,15,23,8,6,4,6,14,14,82,27,12,3,2.98,0.993333,0.115,Normal
Lex,Blahak,Pittsburgh,QB,Ohio State,23,64,9/24/01,76,236,1,18,0,Field General - QB,82,81,69,88,68,64,67,38,60,52,63,20,43,76,16,38,39,29,88,46,26,17,28,29,21,19,66,30,33,35,77,37,43,16,43,24,22,31,32,17,22,80,45,32,42,84,75,80,79,89,78,91,38,21,4,4.4481,1.112025,0.2481,Normal
Erin,Baham,New York A,MLB,S.C. State,23,63,8/12/02,74,230,1,48,0,Field General - MLB,84,72,83,81,79,63,48,68,22,27,60,43,58,73,14,55,81,76,89,51,21,21,7,18,56,22,62,46,45,47,5,59,53,47,79,15,45,45,45,20,48,84,35,38,82,6,6,6,7,18,16,83,36,62,4,8.0,2.0,4.0,Normal
Bodie,Burrough,Seattle,SS,Ole Miss,23,63,9/14/01,72,188,1,30,2,Hybrid - S,87,87,86,86,52,60,67,51,15,60,63,66,73,87,28,39,69,50,91,76,15,16,50,31,64,32,64,39,32,37,8,55,36,66,71,28,33,36,34,35,70,85,63,59,66,5,6,9,6,31,4,78,48,68,4,8.0,2.0,4.0,Normal
Daryl,Melontree,Washington,LE,UL Lafayette,26,63,10/25/98,77,258,1,50,2,Power Rusher - DE,92,77,77,71,68,62,46,70,22,43,42,43,51,72,34,57,81,69,93,49,24,22,24,44,36,37,65,37,36,35,8,59,66,43,84,32,42,42,42,40,48,80,45,51,76,8,12,16,11,21,14,87,47,53,4,8.0,2.0,4.0,Normal
Trevor,Pouncey,Cincinnati,RT,Michigan,26,63,7/1/99,78,312,1,73,3,Power - OT,62,55,66,86,84,73,17,39,10,19,19,12,21,50,5,37,39,82,88,10,11,18,10,72,10,5,61,67,65,70,7,34,44,7,38,10,74,67,74,13,16,58,14,25,39,5,6,9,4,18,7,86,24,11,1,0.795,0.795,0.0,Normal
Cletis,Sheldon,Green Bay,RE,Fresno State,26,63,4/13/99,76,245,1,53,3,Smaller Speed Rusher - DE,84,66,72,75,77,59,52,71,17,43,51,46,56,61,7,68,78,77,89,64,12,15,32,26,49,13,63,33,34,36,16,57,59,60,80,15,46,43,46,22,52,84,57,44,76,9,10,16,13,32,15,81,41,57,1,1.03,1.03,0.0,Normal
Ink,Doubiago,Jacksonville,WR,Rice,27,63,7/4/98,70,185,1,81,4,Deep Threat - WR,92,87,89,86,66,53,76,17,22,72,71,81,80,83,60,12,21,43,85,75,34,43,67,24,10,63,62,25,20,17,3,15,9,14,22,65,52,35,24,69,76,86,69,54,35,6,10,15,8,27,14,85,51,10,1,1.03,1.03,0.0,Normal
Isham,Cowart,Buffalo,LOLB,Clemson,26,63,10/20/98,72,233,1,54,3,Pass Coverage - OLB,91,87,86,87,67,62,62,60,46,51,59,50,55,77,11,45,76,70,91,60,19,15,37,21,55,10,64,42,48,46,33,63,42,38,84,19,46,43,41,32,49,88,50,46,73,27,33,35,43,43,31,86,44,63,4,8.0,2.0,4.0,Normal
Hippo,Opalewski,Baltimore,FS,Maryland,23,63,1/29/02,72,203,1,25,1,Hybrid - S,89,86,81,80,64,60,70,49,32,72,63,60,69,84,26,48,57,52,88,68,17,25,40,30,62,30,65,25,23,24,21,59,59,63,68,26,20,19,25,29,61,82,63,69,66,43,37,45,34,36,22,88,55,65,3,2.855,0.951667,0.045,Normal
Brice,Krahl,New England,C,Ole Miss,27,63,5/19/98,77,312,1,77,4,Agile - C,61,60,66,77,83,75,12,16,12,13,36,15,27,47,4,10,20,83,90,11,14,22,11,75,10,4,61,68,69,67,5,17,10,8,25,15,69,72,68,14,13,61,9,11,16,5,6,4,6,20,9,82,18,10,1,1.03,1.03,0.0,Normal
Parnell,Port,Washington,RT,Florida State,31,63,8/21/94,77,310,1,51,10,Power - OT,53,54,68,78,82,75,11,39,12,4,45,15,37,37,5,11,19,77,90,9,24,26,12,72,12,3,64,70,68,68,4,10,11,13,40,13,67,74,66,18,11,50,9,10,42,4,6,7,4,35,9,79,25,12,1,1.255,1.255,0.0,Normal
Odell,Suess,San Francisco,TE,Oklahoma,25,63,11/11/99,76,240,1,9,2,Possession - TE,87,78,84,84,75,45,77,41,62,67,69,77,79,76,50,26,38,73,92,61,32,48,18,61,12,51,63,59,56,63,54,29,38,17,39,60,65,63,68,56,77,85,56,62,44,49,56,59,60,60,41,81,67,20,1,1.03,1.03,0.0,Normal
Benji,Giannoni,Cincinnati,LS,Pittsburgh,27,63,7/9/98,74,238,1,48,3,Accurate - LS,80,67,77,70,67,48,50,46,10,31,68,61,62,67,46,14,51,57,92,43,12,12,10,50,15,55,62,52,43,44,12,9,23,10,48,48,51,40,36,53,56,74,43,44,50,9,14,26,12,24,11,72,36,13,1,1.1,1.1,0.0,Normal
Rahim,Rainey,Jacksonville,WR,Boise State,24,63,8/21/01,75,198,1,17,0,Deep Threat - WR,88,77,80,79,68,69,72,34,23,76,71,77,75,82,62,20,38,50,86,72,12,21,66,34,22,63,61,40,26,25,15,23,24,30,37,69,52,28,35,70,77,87,67,49,41,14,10,14,16,31,21,83,50,24,3,2.97,0.99,0.045,Normal
Reid,Enich,New England,ROLB,Florida State,23,63,3/29/02,76,228,1,42,0,Run Stopper - OLB,89,75,74,91,67,59,52,63,23,39,59,45,54,71,22,56,79,70,85,51,18,14,13,24,54,25,61,46,46,44,5,58,56,39,79,25,42,46,47,27,48,85,43,44,76,3,6,9,8,20,11,88,49,61,3,2.975,0.991667,0.06,Normal
Derick,Corto,Indianapolis,MLB,Michigan,25,63,6/22/00,73,236,1,59,4,Run Stopper - MLB,89,84,83,81,69,59,35,62,12,28,62,51,53,67,4,55,76,69,79,31,15,12,13,28,53,4,61,43,45,43,6,63,44,43,76,27,45,41,41,14,45,85,29,28,81,8,6,2,5,17,13,77,32,58,1,1.1,1.1,0.0,Normal
Micah,Gross,Atlanta,HB,SE Louisiana,26,63,12/26/98,71,210,1,26,2,Elusive Back - HB,93,85,83,83,75,56,81,33,23,77,89,51,68,79,42,15,44,43,89,73,7,11,53,39,15,53,62,53,37,45,25,27,13,14,35,48,46,40,43,61,51,86,72,72,37,16,21,23,23,27,15,87,81,21,4,8.0,2.0,4.0,Normal
Desmond,Vollers,Chicago,QB,Houston,37,63,2/17/88,73,206,1,11,13,Strong Arm - QB,72,72,78,70,58,61,65,22,75,54,59,10,33,71,10,12,10,27,84,55,27,22,10,12,10,7,65,24,23,29,78,22,9,6,24,13,17,10,11,13,10,78,57,19,13,75,76,81,75,89,77,77,32,12,1,2.25,2.25,2.155,Normal
Simon,Winters,Tampa Bay,LT,North Carolina,28,63,11/20/96,80,311,1,77,5,Agile - OT,68,53,71,87,85,76,26,36,12,28,31,20,34,53,20,21,38,77,89,35,10,8,8,83,12,20,63,67,68,65,8,15,31,9,36,20,71,74,65,23,24,65,26,24,34,4,6,7,5,10,16,91,32,16,1,1.57,1.57,0.4,Normal
Brenard,Lawton,Los Angeles A,DT,Michigan,24,63,9/14/00,76,310,1,98,3,,76,58,76,72,81,50,22,74,14,21,41,23,24,50,12,51,79,88,87,23,8,10,10,34,10,11,62,44,45,46,9,47,67,10,77,13,45,45,44,14,24,64,20,28,83,7,6,3,7,17,5,84,30,10,1,1.03,1.03,0.0,Normal
Vontaze,Tomlin,Carolina,MLB,Alcorn St.,26,63,2/9/99,74,230,1,53,2,Run Stopper - MLB,85,70,87,82,70,66,55,62,29,42,57,45,50,71,6,41,79,69,93,64,15,20,15,15,45,12,63,45,45,45,37,68,46,47,83,12,45,45,45,22,46,87,56,45,77,27,32,37,21,41,22,84,50,54,3,2.7,0.9,0.02,Normal
Rabih,Castillo,Denver,LG,Jacksonville State,25,63,3/28/00,76,312,1,64,0,Power - G,79,50,75,83,89,59,16,24,15,11,25,12,23,52,6,11,23,81,88,12,11,13,12,79,11,7,63,71,64,66,8,14,17,11,24,17,69,66,71,15,13,68,8,12,20,8,6,4,8,14,13,80,23,12,3,2.98,0.993333,0.225,Normal
Lindy,Podmajersky,Detroit,RT,William  Mary,25,63,3/1/00,78,304,1,75,2,Agile - OT,67,62,69,84,77,70,11,25,12,1,41,15,34,57,2,11,36,70,87,9,7,14,11,82,11,10,64,61,70,61,10,15,11,10,35,14,71,74,67,15,16,68,7,8,32,2,6,5,4,7,9,79,12,12,4,4.160084,1.040021,0.320084,Normal
Je'Rod,Rubley,San Francisco,LG,Iowa,22,63,1/16/03,78,309,1,75,0,Power - G,71,68,73,86,84,67,12,18,11,9,30,11,34,60,5,9,32,77,88,24,20,14,9,76,10,7,63,67,68,68,4,29,11,8,26,14,66,70,66,14,11,68,8,14,30,7,6,8,4,18,11,86,28,10,4,4.301672,1.075418,0.101672,Normal
Kenyatta,Gelatka,Tennessee,C,Tenn-Chat,31,63,8/12/94,76,307,1,62,7,Power - C,65,64,66,84,86,73,24,27,12,10,23,23,24,54,6,10,36,81,88,24,25,20,13,80,15,10,62,74,68,73,5,27,10,9,37,14,66,61,68,19,17,64,14,29,31,4,6,4,6,14,10,83,36,20,1,1.255,1.255,0.0,Normal
Stein,Burt,Carolina,CB,Louisville,24,63,1/30/01,73,193,1,31,0,Zone - CB,93,81,79,91,58,57,63,41,13,53,55,60,67,81,8,32,58,42,90,69,18,14,46,17,69,13,61,30,32,29,2,54,30,62,68,23,31,38,35,24,67,87,65,35,57,4,6,7,7,30,9,84,31,71,3,2.975,0.991667,0.15,Normal
Noland,Holiday,Houston,CB,New Mexico,28,63,10/29/96,69,190,1,37,4,Zone - CB,95,80,91,83,57,61,64,43,14,57,53,58,68,77,18,42,63,40,91,72,17,19,65,14,62,26,65,24,24,25,3,63,35,54,67,32,26,26,26,35,59,92,68,33,56,7,7,10,6,18,9,75,34,64,1,0.985,0.985,0.0,Normal
Vonta,Arbuckle,Pittsburgh,CB,Texas,26,63,6/4/99,69,186,1,17,2,Manto Man - CB,89,90,79,82,53,61,78,36,11,74,60,61,66,86,10,35,53,39,86,84,10,8,82,13,67,16,62,28,24,25,9,55,25,57,65,15,33,34,37,28,64,89,74,32,47,11,14,19,13,32,13,75,30,63,4,8.0,2.0,4.0,Normal
Owen,Bolinger,Los Angeles N,DT,Toledo,25,63,9/3/99,74,285,1,94,2,,78,63,74,76,80,64,33,72,8,14,47,45,50,65,8,62,78,83,91,41,6,9,12,25,22,10,63,38,42,39,9,62,67,26,77,13,43,44,47,19,39,74,36,36,73,8,7,5,5,9,7,87,36,29,4,3.917776,0.979444,0.077776,Normal
Glenell,Chavous,Pittsburgh,ROLB,Oklahoma St.,27,63,5/13/98,72,234,1,40,3,Run Stopper - OLB,94,86,95,74,69,56,64,65,24,63,56,40,56,85,12,60,87,70,93,68,12,15,11,19,36,12,65,46,45,46,3,56,52,39,82,26,48,45,45,27,48,91,53,52,76,5,6,3,8,15,10,73,54,43,1,1.03,1.03,0.0,Normal
Bethel,Jean-Batiste,Miami,FS,Northern Iowa,30,63,8/24/95,71,195,1,22,7,Hybrid - S,85,82,94,85,63,62,65,50,15,54,58,45,72,82,12,41,54,46,85,76,19,16,54,14,65,14,65,35,33,33,5,59,35,64,70,27,32,36,35,27,61,90,66,27,59,8,6,4,6,29,10,76,26,66,1,1.9,1.9,0.5,Normal
Gibran,Mularkey,Carolina,HB,TCU,23,63,11/28/01,68,206,1,39,1,Elusive Back - HB,91,85,82,92,63,67,76,34,21,65,82,51,62,82,34,11,37,46,87,79,14,14,56,23,15,45,65,36,29,29,22,25,11,22,39,47,28,22,28,47,55,87,73,66,33,25,26,33,24,40,23,86,64,20,1,0.84,0.84,0.0,Normal
Chike,Brockington,Jacksonville,RE,Oklahoma,22,63,10/13/02,76,269,1,96,0,Power Rusher - DE,86,67,86,78,81,50,33,67,12,22,30,22,37,67,5,68,77,62,87,34,17,16,6,16,32,10,62,42,42,47,7,56,70,31,78,13,44,42,45,12,23,85,29,37,79,9,6,3,5,22,8,84,27,42,3,2.975,0.991667,0.1,Normal
Aki,Ellerbe,Miami,MLB,Auburn,25,63,1/22/00,73,219,1,51,0,Field General - MLB,93,78,88,84,68,61,47,66,22,40,63,47,52,82,18,61,78,74,87,57,17,23,9,22,55,19,65,47,44,45,5,60,56,48,80,23,43,43,46,25,48,90,55,43,78,4,6,4,6,20,12,87,41,61,3,2.975,0.991667,0.14,Normal
