PFL_Name,Real_Player_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Verne Mccloskey,Nick Niemann,Houston Texans,MLB,6000000.0,2,6000000.0,2.0,CORRECT,0.0
Topper Ghiaciuc,Noah Sewell,Chicago Bears,MLB,4164948.0,4,4164948.0,4.0,CORRECT,0.0
Domenik Tullis,Otis Reese IV,Tennessee Titans,ROLB,1.03,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Dennit Zehrer,Patrick Johnson,Philadelphia Eagles,LE,1275000.0,1,1275000.0,1.0,CORRECT,0.0
Haruki Patton,N/A,Jacksonville,FS,5.422176,4,N/A,N/A,NO_TEST_MATCH,N/A
Creig Merillat,N/A,New Orleans,CB,2.845,3,N/A,N/A,NO_TEST_MATCH,N/A
Donnie Zachary,Robbie Ouzts,Seattle Seahawks,FB,4520216.0,4,4520216.0,4.0,CORRECT,0.0
Selwyn Swinney,Ryan Miller,Tampa Bay Buccaneers,WR,795000.0,1,795000.0,1.0,CORRECT,0.0
Sam Edds,Sam Roberts,Carolina Panthers,DT,2085000.0,2,2085000.0,2.0,CORRECT,0.0
Weldon Wooten,Sam Webb,Las Vegas Raiders,CB,985000.0,1,985000.0,1.0,CORRECT,0.0
Karl Smolinski,Sanoussi Kane,Baltimore Ravens,SS,4102932.0,4,4102932.0,4.0,CORRECT,0.0
Captain Burnell,Sataoa Laumea,Seattle Seahawks,LG,4236516.0,4,4236516.0,4.0,CORRECT,0.0
Shiloh Nissley,Sean Tucker,Tampa Bay Buccaneers,HB,2695000.0,3,2695000.0,3.0,CORRECT,0.0
Lenzie Shell,Sedrick Van Pran-Granger,Buffalo Bills,C,4375252.0,4,4375252.0,4.0,CORRECT,0.0
Jairo Prisby,Segun Olubi,Indianapolis Colts,ROLB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Dean Corsetti,Shane Zylstra,Detroit Lions,TE,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Eli Boeke,Shemar James,Dallas Cowboys,ROLB,4623436.0,4,4623436.0,4.0,CORRECT,0.0
Jamey Diettrich,Siran Neal,San Francisco 49ers,CB,4000000.0,2,4000000.0,2.0,CORRECT,0.0
Nip Winkler,Sua Opeta,Tampa Bay Buccaneers,LG,0.3375,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Merle Meuth,Tanner Hudson,Cincinnati Bengals,TE,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Deonte Macphee,N/A,Los Angeles A Chargers,QB,1.5,1,N/A,N/A,NO_TEST_MATCH,N/A
Maugaula Sortet,Tejhaun Palmer,Arizona Cardinals,WR,840000.0,1,840000.0,1.0,CORRECT,0.0
Dane Stroud,Thomas Incoom,Carolina Panthers,RE,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Deion Kearse,Trevor Keegan,Philadelphia Eagles,LG,4274276.0,4,4274276.0,4.0,CORRECT,0.0
Shayne Jeffers,Tyler Ott,Washington Commanders,LS,4390000.0,3,4390000.0,3.0,CORRECT,0.0
Augie Zoia,Tyrion Ingram-Dawkins,Minnesota Vikings,DT,4677376.0,4,4677376.0,4.0,CORRECT,0.0
Johnson Jamieson,Warren Brinson,Green Bay Packers,DT,4426384.0,4,4426384.0,4.0,CORRECT,0.0
Rink Willhite,Xavier Weaver,Arizona Cardinals,WR,2860000.0,3,2860000.0,3.0,CORRECT,0.0
Demarco Wolter,Zayne Anderson,Green Bay Packers,FS,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Carmen Douthard,Ajani Cornelius,Dallas Cowboys,RT,4413976.0,4,4413976.0,4.0,CORRECT,0.0
Andy Zamberlin,Andre Carter II,Las Vegas Raiders,RE,1945000.0,2,1945000.0,2.0,CORRECT,0.0
Merwin Borchardt,N/A,New York N Giants,CB,7260061.590200156,3,N/A,N/A,NO_TEST_MATCH,N/A
Terreal Richard,Asim Richards,Dallas Cowboys,LT,4084976.0,4,4084976.0,4.0,CORRECT,0.0
Harp Graybill,Austin Brinkman,Houston Texans,LS,2975000.0,3,2975000.0,3.0,CORRECT,0.0
Waymond Mccrary,Blake Freeland,Indianapolis Colts,LT,4655880.0,4,4655880.0,4.0,CORRECT,0.0
Clure Traynham,Bo Melton,Green Bay Packers,CB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Jap Arbanas,Brandon Codrington,Buffalo Bills,CB,2830000.0,3,2830000.0,3.0,CORRECT,0.0
Chalmers Goodburn,Brandon Johnson,Pittsburgh Steelers,WR,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Jeroy Bertelsen,N/A,Los Angeles A Chargers,LG,2.425212,4,N/A,N/A,NO_TEST_MATCH,N/A
Lenoy Oliker,N/A,Los Angeles N Rams,WR,3.1,1,N/A,N/A,NO_TEST_MATCH,N/A
Torrance Mattioli,Brodric Martin,Detroit Lions,DT,5304086.0,4,5304086.0,4.0,CORRECT,0.0
Tashard Fenner,Bryce Oliver,Tennessee Titans,WR,795000.0,1,795000.0,1.0,CORRECT,0.0
Syndric Risley,Cameron Latu,Philadelphia Eagles,TE,840000.0,1,840000.0,1.0,CORRECT,0.0
Hook Landrigan,N/A,Los Angeles N Rams,CB,7260061.590200156,3,N/A,N/A,NO_TEST_MATCH,N/A
Secdrick Bartos,Charlie Woerner,Atlanta Falcons,TE,12000000.0,3,12000000.0,3.0,CORRECT,0.0
Knox Ryans,Chase Lucas,San Francisco 49ers,CB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Marquez Muster,Chase Lundt,Buffalo Bills,RT,4404924.0,4,4404924.0,4.0,CORRECT,0.0
Demetric Boley,Chigozie Anusiem,Cleveland Browns,CB,795000.0,1,795000.0,1.0,CORRECT,0.0
Murray Crouse,N/A,New York N Giants,ROLB,7.7,2,N/A,N/A,NO_TEST_MATCH,N/A
Noel Peacock,N/A,Jacksonville,CB,3.03,1,N/A,N/A,NO_TEST_MATCH,N/A
Jacoby Readon,Dalton Tucker,Indianapolis Colts,RG,2870000.0,3,2870000.0,3.0,CORRECT,0.0
D'Anthony Erehart,Danny Pinter,Indianapolis Colts,C,1667500.0,1,1667500.0,1.0,CORRECT,0.0
Chavis Jarostchuk,Dareke Young,Seattle Seahawks,WR,3761100.0,4,3761100.0,4.0,CORRECT,0.0
Karim Reinfeldt,David Sills,Atlanta Falcons,WR,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Sloan Landrum,Davis Mills,Houston Texans,QB,5000000.0,1,5000000.0,1.0,CORRECT,0.0
Montae Heenan,N/A,New York N Giants,CB,2.855,3,N/A,N/A,NO_TEST_MATCH,N/A
Ainsley Bahan,N/A,Los Angeles A Chargers,LOLB,2.0,1,N/A,N/A,NO_TEST_MATCH,N/A
Ozzie Jancik,Delarrin Turner-Yell,Denver Broncos,FS,3993056.0,4,3993056.0,4.0,CORRECT,0.0
Wyatt Buie,Demani Richardson,Carolina Panthers,SS,795000.0,1,795000.0,1.0,CORRECT,0.0
Clem Paulescu,DeMarvin Leal,Pittsburgh Steelers,DT,5186896.0,4,5186896.0,4.0,CORRECT,0.0
Allie Wiper,Demontrey Jacobs,New England Patriots,RT,795000.0,1,795000.0,1.0,CORRECT,0.0
Donnel Koy,Deon Bush,Kansas City Chiefs,SS,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Lance Drayton,Devon Key,Denver Broncos,FS,960000.0,1,960000.0,1.0,CORRECT,0.0
Jamir Kinscherf,N/A,Los Angeles A Chargers,WR,2.03,1,N/A,N/A,NO_TEST_MATCH,N/A
Emmuel Grygo,D.J. Ivey,Cincinnati Bengals,CB,3920652.0,4,3920652.0,4.0,CORRECT,0.0
Sage Alzado,Drake Thomas,Seattle Seahawks,ROLB,2710000.0,3,2710000.0,3.0,CORRECT,0.0
Braylon Waterfield,Drew Ogletree,Indianapolis Colts,TE,3.838188,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Tyjuan Mchale,Drew Kendall,Philadelphia Eagles,C,4555076.0,4,4555076.0,4.0,CORRECT,0.0
Truck Mclain,Dylan Laube,Las Vegas Raiders,HB,4175192.0,4,4175192.0,4.0,CORRECT,0.0
Milo Darche,N/A,New York N Giants,ROLB,0.84,1,N/A,N/A,NO_TEST_MATCH,N/A
Fabian Grefe,Eli Ricks,Philadelphia Eagles,CB,2705000.0,3,2705000.0,3.0,CORRECT,0.0
Lam Munford,Elijah Cooks,Philadelphia Eagles,WR,960000.0,1,960000.0,1.0,CORRECT,0.0
Silvio Ajirotutu,N/A,New York N Giants,DT,2.985,1,N/A,N/A,NO_TEST_MATCH,N/A
Ivan Mackie,Elijah Higgins,Arizona Cardinals,TE,4015884.0,4,4015884.0,4.0,CORRECT,0.0
Derrick Cota,Emanuel Wilson,Green Bay Packers,HB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Lamanzer Runnels,Eric Johnson,Indianapolis Colts,DT,3980740.0,4,3980740.0,4.0,CORRECT,0.0
Lovett Barnard,N/A,New York A Jets,LE,2.85,3,N/A,N/A,NO_TEST_MATCH,N/A
Madison Cumberland,Erik Ezukanma,Miami Dolphins,WR,2085000.0,2,2085000.0,2.0,CORRECT,0.0
Jumpy Phenix,Gregory Junior,Green Bay Packers,CB,1.03,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Jan Widick,Hayden Conner,Arizona Cardinals,LG,4374280.0,4,4374280.0,4.0,CORRECT,0.0
Syd Green,Hunter Wohler,Indianapolis Colts,FS,4331068.0,4,4331068.0,4.0,CORRECT,0.0
Marquette Sparkman,Isaiah Bolden,New England Patriots,CB,795000.0,1,795000.0,1.0,CORRECT,0.0
Guido Crespino,Isaiahh Loudermilk,Pittsburgh Steelers,DT,1627500.0,1,1627500.0,1.0,CORRECT,0.0
Frankie Beckley,N/A,Jacksonville,HB,4.968,3,N/A,N/A,NO_TEST_MATCH,N/A
Beasley Mcglockton,Jacob Monk,Green Bay Packers,C,4321616.0,4,4321616.0,4.0,CORRECT,0.0
Adewale Bercich,Jaheim Bell,New England Patriots,TE,4126592.0,4,4126592.0,4.0,CORRECT,0.0
Barlow London,N/A,New York N Giants,RG,1.86,3,N/A,N/A,NO_TEST_MATCH,N/A
Demeco Grove,Jalen Milroe,Seattle Seahawks,QB,6264086.0,4,6264086.0,4.0,CORRECT,0.0
Saul Boniol,Jalen Graham,San Francisco 49ers,LOLB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
James Locklin,James Mitchell,Carolina Panthers,TE,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Gordie Fink,N/A,Los Angeles A Chargers,HB,2.03,1,N/A,N/A,NO_TEST_MATCH,N/A
Elbie Hawkins,Jay Toia,Dallas Cowboys,DT,4353116.0,4,4353116.0,4.0,CORRECT,0.0
Carl Pead,Jerrick Reed II,Seattle Seahawks,SS,4014804.0,4,4014804.0,4.0,CORRECT,0.0
Corrie Billock,Jordan McFadden,Chicago Bears,RG,4152140.0,4,4152140.0,4.0,CORRECT,0.0
Ezell Read,Jordan Jackson,Denver Broncos,DT,960000.0,1,960000.0,1.0,CORRECT,0.0
Rudy Uperesa,Josh Blackwell,Chicago Bears,CB,5000000.0,2,5000000.0,2.0,CORRECT,0.0
Duke Spradlin,Josiah Deguara,Arizona Cardinals,TE,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Olin Copper,Julian Ashby,New England Patriots,LS,4301672.0,4,4301672.0,4.0,CORRECT,0.0
Cloyce Bullman,Julius Chestnut,Tennessee Titans,HB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Ricot Menasco,Kalen King,Green Bay Packers,CB,840000.0,1,840000.0,1.0,CORRECT,0.0
Gregory Delevan,Kalia Davis,San Francisco 49ers,DT,3792016.0,4,3792016.0,4.0,CORRECT,0.0
Daryle Poto,Keith Taylor,Atlanta Falcons,CB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
De Zeno,Kendall Milton,Cincinnati Bengals,HB,1755000.0,2,1755000.0,2.0,CORRECT,0.0
Kole Tamburo,N/A,New York A Jets,LE,0.03,1,N/A,N/A,NO_TEST_MATCH,N/A
Boss Quin,K.J. Henry,Cleveland Browns,RE,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Rayna Sinkovitz,Ko Kieft,Tampa Bay Buccaneers,TE,3792016.0,4,3792016.0,4.0,CORRECT,0.0
Keydrick Portilla,Kobe Hudson,Carolina Panthers,WR,2985000.0,3,2985000.0,3.0,CORRECT,0.0
Felix Rouse,Kobee Minor,New England Patriots,CB,4301672.0,4,4301672.0,4.0,CORRECT,0.0
Brian Conover,N/A,Los Angeles N Rams,RG,3.100736,4,N/A,N/A,NO_TEST_MATCH,N/A
Blondy Deters,Lawrence Cager,Washington Commanders,TE,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Wilbert Skudin,N/A,New York A Jets,DT,3.84,3,N/A,N/A,NO_TEST_MATCH,N/A
Shevin Cousineau,Malik Taylor,Detroit Lions,WR,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Frederick Gomes,Malik Willis,Green Bay Packers,QB,5160100.0,4,5160100.0,4.0,CORRECT,0.0
Taiwan Beson,Markees Watts,Tampa Bay Buccaneers,RE,2695000.0,3,2695000.0,3.0,CORRECT,0.0
Clifford Mumphord,Matt Dickerson,Miami Dolphins,DT,1170000.0,1,1170000.0,1.0,CORRECT,0.0
Durant Miles,Maxen Hook,Philadelphia Eagles,SS,2995000.0,3,2995000.0,3.0,CORRECT,0.0
Damane Irvin,Michael Jerrell,Seattle Seahawks,LT,4180060.0,4,4180060.0,4.0,CORRECT,0.0
Dario Hobson,Michael Barrett,Las Vegas Raiders,MLB,840000.0,1,840000.0,1.0,CORRECT,0.0
Bear Reichenbach,Mike White,Buffalo Bills,QB,2380000.0,2,2380000.0,2.0,CORRECT,0.0
Delphfrine Shoate,Mike Greene,Tampa Bay Buccaneers,DT,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Da'Quan Spriggs,Myles Adams,Detroit Lions,DT,985000.0,1,985000.0,1.0,CORRECT,0.0
Darwin Wilds,Myles Hinton,Philadelphia Eagles,RT,4433264.0,4,4433264.0,4.0,CORRECT,0.0
Lorenzo Nease,N/A,Jacksonville,LE,5.124076,4,N/A,N/A,NO_TEST_MATCH,N/A
Gabe Charles,N/A,Los Angeles A Chargers,DT,0.835,1,N/A,N/A,NO_TEST_MATCH,N/A
Kid Cortes,N/A,New Orleans,ROLB,4597379.176760853,3,N/A,N/A,NO_TEST_MATCH,N/A
Marcellus Balog,N/A,New Orleans,CB,3.755,2,N/A,N/A,NO_TEST_MATCH,N/A
Tiquan Cooney,Riley Leonard,Indianapolis Colts,QB,4435244.0,4,4435244.0,4.0,CORRECT,0.0
Ducky Isaia,Ryan Neuzil,Atlanta Falcons,C,9500000.0,2,9500000.0,2.0,CORRECT,0.0
Derreck Layman,Sam Howell,Minnesota Vikings,QB,4021600.0,4,4021600.0,4.0,CORRECT,0.0
Tyji Toeaina,Taki Taimani,Minnesota Vikings,DT,2835000.0,3,2835000.0,3.0,CORRECT,0.0
Rosie Hayward,Tariq Castro-Fields,Philadelphia Eagles,CB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Airese Stedman,Tatum Bethune,San Francisco 49ers,MLB,4101808.0,4,4101808.0,4.0,CORRECT,0.0
Tori Snowden,N/A,New York N Giants,TE,4.349516,4,N/A,N/A,NO_TEST_MATCH,N/A
Iheanyi Kuehn,Timmy Horne,Tennessee Titans,DT,4.39544,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Konrad Mccorvey,Titus Leo,Tennessee Titans,RE,3.2,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Buddy Sapolu,Tommy Akingbesote,Dallas Cowboys,DT,4303024.0,4,4303024.0,4.0,CORRECT,0.0
Cap Sturdivant,Travis Bell,Minnesota Vikings,DT,960000.0,1,960000.0,1.0,CORRECT,0.0
Ashlee Alphin,Truman Jones,New England Patriots,RE,795000.0,1,795000.0,1.0,CORRECT,0.0
Danny Brookshier,Ty'Ron Hopper,Green Bay Packers,MLB,5678024.0,4,5678024.0,4.0,CORRECT,0.0
Cully Renn,Tycen Anderson,Cincinnati Bengals,FS,3966084.0,4,3966084.0,4.0,CORRECT,0.0
Clint Higgins,Tyler Owens,Washington Commanders,SS,2830000.0,3,2830000.0,3.0,CORRECT,0.0
Daryn Raab,Tyrek Funderburk,Tampa Bay Buccaneers,CB,2850000.0,3,2850000.0,3.0,CORRECT,0.0
Maurice Alward,Tyreke Smith,Seattle Seahawks,LE,960000.0,1,960000.0,1.0,CORRECT,0.0
Sale Jackson,Tyrell Shavers,Buffalo Bills,WR,2042000.0,2,2042000.0,2.0,CORRECT,0.0
Dondre Walls,Tyrese Robinson,New England Patriots,LG,795000.0,1,795000.0,1.0,CORRECT,0.0
Ratcliff Iaquaniello,Vederian Lowe,New England Patriots,LT,3857872.0,4,3857872.0,4.0,CORRECT,0.0
Pots Youngfleish,N/A,Los Angeles N Rams,RT,5.084976,4,N/A,N/A,NO_TEST_MATCH,N/A
Rich Jamerson,Will Mallory,Indianapolis Colts,TE,4130592.0,4,4130592.0,4.0,CORRECT,0.0
Abdul Stankavage,N/A,New Orleans,C,2.4225,1,N/A,N/A,NO_TEST_MATCH,N/A
Shelley Ninowski,Zach Carter,Las Vegas Raiders,DT,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Too Weatherwax,N/A,New York A Jets,ROLB,4.03622,4,N/A,N/A,NO_TEST_MATCH,N/A
Ken Dowtin,Zeek Biggers,Miami Dolphins,DT,4301672.0,4,4301672.0,4.0,CORRECT,0.0
Dorsett Mickell,Zemaiah Vaughn,Minnesota Vikings,CB,2980000.0,3,2980000.0,3.0,CORRECT,0.0
Yo Konopasek,Zion Logue,Buffalo Bills,DT,2039000.0,2,2039000.0,2.0,CORRECT,0.0
Gilvanni Kovac,Adetomiwa Adebawore,Indianapolis Colts,DT,4636908.0,4,4636908.0,4.0,CORRECT,0.0
Hise Moselle,Adin Huntington,Cleveland Browns,LE,2985000.0,3,2985000.0,3.0,CORRECT,0.0
Dexter Dinapoli,Alex Palczewski,Denver Broncos,RT,2715000.0,3,2715000.0,3.0,CORRECT,0.0
Dixon Monty,Alex Bachman,Las Vegas Raiders,WR,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Cedrick Coffey,Allan George,Washington Commanders,CB,7260061.590200156,3,N/A,N/A,NO_CONTRACT_FOUND,N/A
Dameane Alban,Amari Burney,Tennessee Titans,MLB,2.2,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Speedy Drungo,Andrew Rupcich,Tennessee Titans,RG,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Mosi Blados,N/A,New York N Giants,C,2.795,2,N/A,N/A,NO_TEST_MATCH,N/A
Kwante Marts,Bailey Zappe,Kansas City Chiefs,QB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Marlion Kirk,Bill Murray,Chicago Bears,LG,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Makoa Mcfarland,Blake Hance,Tennessee Titans,RG,1320000.0,1,1320000.0,1.0,CORRECT,0.0
Wray Mcburrows,Brenden Bates,Cleveland Browns,TE,1755000.0,2,1755000.0,2.0,CORRECT,0.0
Pid Winston,Brevyn Spann-Ford,Dallas Cowboys,TE,2850000.0,3,2850000.0,3.0,CORRECT,0.0
Ladell Koons,C.J. Hanson,Kansas City Chiefs,RG,4104784.0,4,4104784.0,4.0,CORRECT,0.0
Billy Rickards,N/A,Los Angeles A Chargers,LE,2.03,1,N/A,N/A,NO_TEST_MATCH,N/A
Amon Ellington,Calvin Anderson,Pittsburgh Steelers,RT,4000000.0,2,4000000.0,2.0,CORRECT,0.0
Jarred Upchurch,N/A,Los Angeles N Rams,CB,7260061.590200156,3,N/A,N/A,NO_TEST_MATCH,N/A
Tauren Larsen,Cam Jones,Kansas City Chiefs,LOLB,2710000.0,3,2710000.0,3.0,CORRECT,0.0
Devard Alstott,Carson Bruener,Pittsburgh Steelers,ROLB,4336940.0,4,4336940.0,4.0,CORRECT,0.0
Vinson Rackers,Casey Rogers,Buffalo Bills,DT,960000.0,1,960000.0,1.0,CORRECT,0.0
Dirt Palazzi,Chandler Zavala,Carolina Panthers,RG,4611736.0,4,4611736.0,4.0,CORRECT,0.0
Carwell Bentzin,Chazz Surratt,San Francisco 49ers,LOLB,1150000.0,1,1150000.0,1.0,CORRECT,0.0
Young Pegram,Chris Williams,Chicago Bears,DT,3263000.0,1,3263000.0,1.0,CORRECT,0.0
Othello Quirk,Cole Turner,Washington Commanders,TE,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Rashod Mclenna,Curtis Jacobs,Tennessee Titans,ROLB,2880000.0,3,2880000.0,3.0,CORRECT,0.0
Jeep Hix,N/A,New Orleans,MLB,1.976916,4,N/A,N/A,NO_TEST_MATCH,N/A
Biren Lagrand,DJ Montgomery,Indianapolis Colts,WR,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Martell Brumbaugh,Darian Kinnard,Philadelphia Eagles,RT,2045000.0,2,2045000.0,2.0,CORRECT,0.0
Quinten Healey,N/A,New York N Giants,MLB,3.220912,4,N/A,N/A,NO_TEST_MATCH,N/A
Jeremy Felber,N/A,Jacksonville,LT,1.17,1,N/A,N/A,NO_TEST_MATCH,N/A
Phil Halas,Donovan Jennings,Green Bay Packers,RG,840000.0,1,840000.0,1.0,CORRECT,0.0
Audray Remsberg,N/A,Los Angeles N Rams,C,6500430.025145221,3,N/A,N/A,NO_TEST_MATCH,N/A
Newton Crisler,N/A,Los Angeles N Rams,ROLB,4597379.176760853,3,N/A,N/A,NO_TEST_MATCH,N/A
Lavale Carimi,Eric Gregory,Cincinnati Bengals,DT,2995000.0,3,2995000.0,3.0,CORRECT,0.0
Reinard Chambers,Fabien Lovett,Kansas City Chiefs,DT,840000.0,1,840000.0,1.0,CORRECT,0.0
Pisa Massey,Gabe Jeudy-Lally,Tennessee Titans,CB,960000.0,1,960000.0,1.0,CORRECT,0.0
Benjy Lafleur,Garrett Dellinger,Baltimore Ravens,RG,4307648.0,4,4307648.0,4.0,CORRECT,0.0
Shaun Harbour,Gary Brightwell,Cincinnati Bengals,HB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Pago Mccrumbly,Gavin Bartholomew,Minnesota Vikings,TE,4415824.0,4,4415824.0,4.0,CORRECT,0.0
Priest Hrivnak,George Holani,Seattle Seahawks,HB,1755000.0,2,1755000.0,2.0,CORRECT,0.0
Jerome Bergold,N/A,Jacksonville,TE,5.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Perry Faust,N/A,New York A Jets,WR,2.03,1,N/A,N/A,NO_TEST_MATCH,N/A
Clive Rice,Isaiah Land,Indianapolis Colts,LE,2700000.0,3,2700000.0,3.0,CORRECT,0.0
Albie Aronson,J.J. Roberts,Tampa Bay Buccaneers,FS,2995000.0,3,2995000.0,3.0,CORRECT,0.0
Grady Kraehe,N/A,Los Angeles N Rams,DT,0.96,1,N/A,N/A,NO_TEST_MATCH,N/A
Ladarius Tovar,Jacoby Windmon,Carolina Panthers,MLB,1755000.0,2,1755000.0,2.0,CORRECT,0.0
R-Kal Office,N/A,Jacksonville,MLB,6.430528,4,N/A,N/A,NO_TEST_MATCH,N/A
Firpo Middlebrook,Joe Giles-Harris,Cincinnati Bengals,ROLB,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Tanner Nicolas,Joey Blount,Arizona Cardinals,SS,3750000.0,2,3750000.0,2.0,CORRECT,0.0
Fulton Sparenberg,Jon Rhattigan,Carolina Panthers,ROLB,2900000.0,2,2900000.0,2.0,CORRECT,0.0
Stephon Lippett,Josh Thompson,Atlanta Falcons,SS,960000.0,1,960000.0,1.0,CORRECT,0.0
Angelo Unutoa,N/A,New York N Giants,LT,6.485524,4,N/A,N/A,NO_TEST_MATCH,N/A
Cal Richins,N/A,New Orleans,RT,9988303.54320508,3,N/A,N/A,NO_TEST_MATCH,N/A
Richard Currie,Julius Wood,Tennessee Titans,SS,2845000.0,3,2845000.0,3.0,CORRECT,0.0
Martrez Milligan,Junior Bergen,San Francisco 49ers,WR,4301672.0,4,4301672.0,4.0,CORRECT,0.0
Jarius Hooligan,Justin Shorter,Las Vegas Raiders,TE,915000.0,1,915000.0,1.0,CORRECT,0.0
Quan Mccormick,N/A,Los Angeles N Rams,LG,6925995.606984945,3,N/A,N/A,NO_TEST_MATCH,N/A
Shaky Garlich,Kaimon Rucker,Baltimore Ravens,RE,2965000.0,3,2965000.0,3.0,CORRECT,0.0
Erik Affholter,Keidron Smith,Denver Broncos,SS,960000.0,1,960000.0,1.0,CORRECT,0.0
Antoine Majkowski,N/A,Los Angeles A Chargers,FS,6953556.946808261,3,N/A,N/A,NO_TEST_MATCH,N/A
Alois Chapman,Kenny Yeboah,Detroit Lions,TE,1337500.0,1,1337500.0,1.0,CORRECT,0.0
Olanda Ruhman,Kenny McIntosh,Seattle Seahawks,HB,3930852.0,4,3930852.0,4.0,CORRECT,0.0
Chartric Tepper,Khalil Dorsey,Detroit Lions,CB,3300000.0,2,3300000.0,2.0,CORRECT,0.0
Win Fangupo,Kobe King,Minnesota Vikings,MLB,4419068.0,4,4419068.0,4.0,CORRECT,0.0
Alton Boose,LaCale London,Atlanta Falcons,DT,960000.0,1,960000.0,1.0,CORRECT,0.0
Jeff Bukaty,LaDarius Henderson,Houston Texans,RG,4103716.0,4,4103716.0,4.0,CORRECT,0.0
Elroy Willging,Liam McCullough,Atlanta Falcons,LS,5780000.0,4,5780000.0,4.0,CORRECT,0.0
Norm Bostic,Loren Strickland,Detroit Lions,SS,960000.0,1,960000.0,1.0,CORRECT,0.0
Tandon Parker,Lucas Krull,Denver Broncos,TE,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Tamba Venuto,Luke Haggard,Tampa Bay Buccaneers,RG,840000.0,1,840000.0,1.0,CORRECT,0.0
Ox Lucier,Luke Lachey,Houston Texans,TE,4301672.0,4,4301672.0,4.0,CORRECT,0.0
Mal Mariani,Luke Farrell,San Francisco 49ers,TE,15750000.0,3,15750000.0,3.0,CORRECT,0.0
Ryan Lundy,Marcus Bryant,New England Patriots,LT,4348328.0,4,4348328.0,4.0,CORRECT,0.0
Tiki Meisner,Mario Goodrich,Denver Broncos,CB,1.03,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
Natrone Boling,Mark Robinson,Pittsburgh Steelers,MLB,3772356.0,4,3772356.0,4.0,CORRECT,0.0
Otto Clemens,Marquise Robinson,Baltimore Ravens,CB,2970000.0,3,2970000.0,3.0,CORRECT,0.0
Les Spiller,Matt Waletzko,Dallas Cowboys,RT,5.983,4,N/A,N/A,NO_CONTRACT_FOUND,N/A
Ramondo Junkin,Mike Brown,Tennessee Titans,FS,1100000.0,1,1100000.0,1.0,CORRECT,0.0
Mule Spurlock,Mike Caliendo,Kansas City Chiefs,LG,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Hewritt Anelli,Mitchell Tinsley,Cincinnati Bengals,WR,960000.0,1,960000.0,1.0,CORRECT,0.0
Wayland Patrick,Mitchell Trubisky,Buffalo Bills,QB,5250000.0,2,5250000.0,2.0,CORRECT,0.0
Hayward Schwall,N/A,Los Angeles A Chargers,CB,3.98,3,N/A,N/A,NO_TEST_MATCH,N/A
Juaquin Haggins,Ochaun Mathis,Philadelphia Eagles,LOLB,1030000.0,1,1030000.0,1.0,CORRECT,0.0
Loyd Sacksteder,Patrick McMorris,Miami Dolphins,SS,4199764.0,4,4199764.0,4.0,CORRECT,0.0
Monte Orlich,N/A,New York A Jets,WR,9672955.10874979,3,N/A,N/A,NO_TEST_MATCH,N/A
Stevenson Donchez,Quindell Johnson,Pittsburgh Steelers,FS,960000.0,1,960000.0,1.0,CORRECT,0.0
