PFL_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Sheepy Martinovich,Chicago Bears,CB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Burnie Vance,Dallas Cowboys,LT,4125972.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Central Swinton,Denver Broncos,G,2093000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Verne Mccloskey,Houston Texans,ILB,6000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Topper Ghiaciuc,Chicago Bears,ILB,4164948.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Domenik Tullis,Tennessee Titans,ROLB,1.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dennit Zehrer,Philadelphia Eagles,DE,1275000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Haruki Patton,Jacksonville,S,5.422176,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Creig Merillat,New Orleans,CB,2.845,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Donnie Zachary,Seattle Seahawks,FB,4520216.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Selwyn Swinney,Tampa Bay Buccaneers,WR,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sam Edds,Carolina Panthers,DT,2085000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Weldon Wooten,Las Vegas Raiders,CB,985000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Karl Smolinski,Baltimore Ravens,S,4102932.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Captain Burnell,Seattle Seahawks,G,4236516.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shiloh Nissley,Tampa Bay Buccaneers,RB,2695000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lenzie Shell,Buffalo Bills,C,4375252.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jairo Prisby,Indianapolis Colts,ROLB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dean Corsetti,Detroit Lions,TE,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Eli Boeke,Dallas Cowboys,ROLB,4623436.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jamey Diettrich,San Francisco 49ers,CB,4000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Nip Winkler,Tampa Bay Buccaneers,G,0.3375,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Merle Meuth,Cincinnati Bengals,TE,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deonte Macphee,Los Angeles A Chargers,QB,1.5,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Maugaula Sortet,Arizona Cardinals,WR,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dane Stroud,Carolina Panthers,DE,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deion Kearse,Philadelphia Eagles,G,4274276.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shayne Jeffers,Washington Commanders,LS,4390000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Augie Zoia,Minnesota Vikings,DT,4677376.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Johnson Jamieson,Green Bay Packers,DT,4426384.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rink Willhite,Arizona Cardinals,WR,2860000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Demarco Wolter,Green Bay Packers,S,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Carmen Douthard,Dallas Cowboys,RT,4413976.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Andy Zamberlin,Las Vegas Raiders,DE,1945000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Merwin Borchardt,New York N Giants,CB,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Terreal Richard,Dallas Cowboys,LT,4084976.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Harp Graybill,Houston Texans,LS,2975000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Waymond Mccrary,Indianapolis Colts,LT,4655880.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clure Traynham,Green Bay Packers,CB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jap Arbanas,Buffalo Bills,CB,2830000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chalmers Goodburn,Pittsburgh Steelers,WR,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeroy Bertelsen,Los Angeles A Chargers,G,2.425212,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lenoy Oliker,Los Angeles N Rams,WR,3.1,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Torrance Mattioli,Detroit Lions,DT,5304086.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tashard Fenner,Tennessee Titans,WR,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Syndric Risley,Philadelphia Eagles,TE,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hook Landrigan,Los Angeles N Rams,CB,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Secdrick Bartos,Atlanta Falcons,TE,12000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Knox Ryans,San Francisco 49ers,CB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marquez Muster,Buffalo Bills,RT,4404924.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Demetric Boley,Cleveland Browns,CB,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Murray Crouse,New York N Giants,ROLB,7.7,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Noel Peacock,Jacksonville,CB,3.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jacoby Readon,Indianapolis Colts,G,2870000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
D'Anthony Erehart,Indianapolis Colts,C,1667500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chavis Jarostchuk,Seattle Seahawks,WR,3761100.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Karim Reinfeldt,Atlanta Falcons,WR,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sloan Landrum,Houston Texans,QB,5000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Montae Heenan,New York N Giants,CB,2.855,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ainsley Bahan,Los Angeles A Chargers,LOLB,2.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ozzie Jancik,Denver Broncos,S,3993056.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wyatt Buie,Carolina Panthers,S,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clem Paulescu,Pittsburgh Steelers,DT,5186896.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Allie Wiper,New England Patriots,RT,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Donnel Koy,Kansas City Chiefs,S,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lance Drayton,Denver Broncos,S,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jamir Kinscherf,Los Angeles A Chargers,WR,2.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Emmuel Grygo,Cincinnati Bengals,CB,3920652.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sage Alzado,Seattle Seahawks,ROLB,2710000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Braylon Waterfield,Indianapolis Colts,TE,3.838188,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyjuan Mchale,Philadelphia Eagles,C,4555076.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Truck Mclain,Las Vegas Raiders,RB,4175192.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Milo Darche,New York N Giants,ROLB,0.84,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Fabian Grefe,Philadelphia Eagles,CB,2705000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lam Munford,Philadelphia Eagles,WR,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Silvio Ajirotutu,New York N Giants,DT,2.985,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ivan Mackie,Arizona Cardinals,TE,4015884.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Derrick Cota,Green Bay Packers,RB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lamanzer Runnels,Indianapolis Colts,DT,3980740.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lovett Barnard,New York A Jets,DE,2.85,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Madison Cumberland,Miami Dolphins,WR,2085000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jumpy Phenix,Green Bay Packers,CB,1.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jan Widick,Arizona Cardinals,G,4374280.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Syd Green,Indianapolis Colts,S,4331068.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marquette Sparkman,New England Patriots,CB,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Guido Crespino,Pittsburgh Steelers,DT,1627500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Frankie Beckley,Jacksonville,RB,4.968,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Beasley Mcglockton,Green Bay Packers,C,4321616.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Adewale Bercich,New England Patriots,TE,4126592.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Barlow London,New York N Giants,G,1.86,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Demeco Grove,Seattle Seahawks,QB,6264086.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Saul Boniol,San Francisco 49ers,LOLB,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
James Locklin,Carolina Panthers,TE,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gordie Fink,Los Angeles A Chargers,RB,2.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Elbie Hawkins,Dallas Cowboys,DT,4353116.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Carl Pead,Seattle Seahawks,S,4014804.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Corrie Billock,Chicago Bears,G,4152140.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ezell Read,Denver Broncos,DT,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rudy Uperesa,Chicago Bears,CB,5000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Duke Spradlin,Arizona Cardinals,TE,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Olin Copper,New England Patriots,LS,4301672.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cloyce Bullman,Tennessee Titans,RB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ricot Menasco,Green Bay Packers,CB,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gregory Delevan,San Francisco 49ers,DT,3792016.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daryle Poto,Atlanta Falcons,CB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
De Zeno,Cincinnati Bengals,RB,1755000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kole Tamburo,New York A Jets,DE,0.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Boss Quin,Cleveland Browns,DE,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rayna Sinkovitz,Tampa Bay Buccaneers,TE,3792016.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keydrick Portilla,Carolina Panthers,WR,2985000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Felix Rouse,New England Patriots,CB,4301672.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brian Conover,Los Angeles N Rams,G,3.100736,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Blondy Deters,Washington Commanders,TE,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wilbert Skudin,New York A Jets,DT,3.84,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shevin Cousineau,Detroit Lions,WR,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Frederick Gomes,Green Bay Packers,QB,5160100.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Taiwan Beson,Tampa Bay Buccaneers,DE,2695000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clifford Mumphord,Miami Dolphins,DT,1170000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Durant Miles,Philadelphia Eagles,S,2995000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Damane Irvin,Seattle Seahawks,LT,4180060.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dario Hobson,Las Vegas Raiders,ILB,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bear Reichenbach,Buffalo Bills,QB,2380000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Delphfrine Shoate,Tampa Bay Buccaneers,DT,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Da'Quan Spriggs,Detroit Lions,DT,985000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darwin Wilds,Philadelphia Eagles,RT,4433264.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lorenzo Nease,Jacksonville,DE,5.124076,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gabe Charles,Los Angeles A Chargers,DT,0.835,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kid Cortes,New Orleans,ROLB,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Marcellus Balog,New Orleans,CB,3.755,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tiquan Cooney,Indianapolis Colts,QB,4435244.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ducky Isaia,Atlanta Falcons,C,9500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Derreck Layman,Minnesota Vikings,QB,4021600.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyji Toeaina,Minnesota Vikings,DT,2835000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rosie Hayward,Philadelphia Eagles,CB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Airese Stedman,San Francisco 49ers,ILB,4101808.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tori Snowden,New York N Giants,TE,4.349516,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Iheanyi Kuehn,Tennessee Titans,DT,4.39544,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Konrad Mccorvey,Tennessee Titans,DE,3.2,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Buddy Sapolu,Dallas Cowboys,DT,4303024.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cap Sturdivant,Minnesota Vikings,DT,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ashlee Alphin,New England Patriots,DE,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Danny Brookshier,Green Bay Packers,ILB,5678024.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cully Renn,Cincinnati Bengals,S,3966084.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clint Higgins,Washington Commanders,S,2830000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daryn Raab,Tampa Bay Buccaneers,CB,2850000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Maurice Alward,Seattle Seahawks,DE,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sale Jackson,Buffalo Bills,WR,2042000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dondre Walls,New England Patriots,G,795000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ratcliff Iaquaniello,New England Patriots,LT,3857872.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pots Youngfleish,Los Angeles N Rams,RT,5.084976,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rich Jamerson,Indianapolis Colts,TE,4130592.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Abdul Stankavage,New Orleans,C,2.4225,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shelley Ninowski,Las Vegas Raiders,DT,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Too Weatherwax,New York A Jets,ROLB,4.03622,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ken Dowtin,Miami Dolphins,DT,4301672.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dorsett Mickell,Minnesota Vikings,CB,2980000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Yo Konopasek,Buffalo Bills,DT,2039000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gilvanni Kovac,Indianapolis Colts,DT,4636908.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hise Moselle,Cleveland Browns,DE,2985000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dexter Dinapoli,Denver Broncos,RT,2715000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dixon Monty,Las Vegas Raiders,WR,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cedrick Coffey,Washington Commanders,CB,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Dameane Alban,Tennessee Titans,ILB,2.2,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Speedy Drungo,Tennessee Titans,G,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mosi Blados,New York N Giants,C,2.795,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kwante Marts,Kansas City Chiefs,QB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marlion Kirk,Chicago Bears,G,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Makoa Mcfarland,Tennessee Titans,G,1320000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wray Mcburrows,Cleveland Browns,TE,1755000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pid Winston,Dallas Cowboys,TE,2850000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ladell Koons,Kansas City Chiefs,G,4104784.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Billy Rickards,Los Angeles A Chargers,DE,2.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Amon Ellington,Pittsburgh Steelers,RT,4000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jarred Upchurch,Los Angeles N Rams,CB,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Tauren Larsen,Kansas City Chiefs,LOLB,2710000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Devard Alstott,Pittsburgh Steelers,ROLB,4336940.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vinson Rackers,Buffalo Bills,DT,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dirt Palazzi,Carolina Panthers,G,4611736.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Carwell Bentzin,San Francisco 49ers,LOLB,1150000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Young Pegram,Chicago Bears,DT,3263000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Othello Quirk,Washington Commanders,TE,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rashod Mclenna,Tennessee Titans,ROLB,2880000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeep Hix,New Orleans,ILB,1.976916,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Biren Lagrand,Indianapolis Colts,WR,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Martell Brumbaugh,Philadelphia Eagles,RT,2045000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Quinten Healey,New York N Giants,ILB,3.220912,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeremy Felber,Jacksonville,LT,1.17,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Phil Halas,Green Bay Packers,G,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Audray Remsberg,Los Angeles N Rams,C,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Newton Crisler,Los Angeles N Rams,ROLB,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Lavale Carimi,Cincinnati Bengals,DT,2995000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Reinard Chambers,Kansas City Chiefs,DT,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pisa Massey,Tennessee Titans,CB,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Benjy Lafleur,Baltimore Ravens,G,4307648.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shaun Harbour,Cincinnati Bengals,RB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pago Mccrumbly,Minnesota Vikings,TE,4415824.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Priest Hrivnak,Seattle Seahawks,RB,1755000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jerome Bergold,Jacksonville,TE,5.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Perry Faust,New York A Jets,WR,2.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clive Rice,Indianapolis Colts,DE,2700000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Albie Aronson,Tampa Bay Buccaneers,S,2995000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Grady Kraehe,Los Angeles N Rams,DT,0.96,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ladarius Tovar,Carolina Panthers,ILB,1755000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
R-Kal Office,Jacksonville,ILB,6.430528,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Firpo Middlebrook,Cincinnati Bengals,ROLB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tanner Nicolas,Arizona Cardinals,S,3750000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Fulton Sparenberg,Carolina Panthers,ROLB,2900000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stephon Lippett,Atlanta Falcons,S,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Angelo Unutoa,New York N Giants,LT,6.485524,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cal Richins,New Orleans,RT,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Richard Currie,Tennessee Titans,S,2845000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Martrez Milligan,San Francisco 49ers,WR,4301672.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jarius Hooligan,Las Vegas Raiders,TE,915000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Quan Mccormick,Los Angeles N Rams,G,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Shaky Garlich,Baltimore Ravens,DE,2965000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Erik Affholter,Denver Broncos,S,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Antoine Majkowski,Los Angeles A Chargers,S,0.0,1,N/A,N/A,NO_CONTRACT_ASSIGNED,N/A
Alois Chapman,Detroit Lions,TE,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Olanda Ruhman,Seattle Seahawks,RB,3930852.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chartric Tepper,Detroit Lions,CB,3300000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Win Fangupo,Minnesota Vikings,ILB,4419068.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alton Boose,Atlanta Falcons,DT,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeff Bukaty,Houston Texans,G,4103716.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Elroy Willging,Atlanta Falcons,LS,5780000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Norm Bostic,Detroit Lions,S,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tandon Parker,Denver Broncos,TE,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tamba Venuto,Tampa Bay Buccaneers,G,840000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ox Lucier,Houston Texans,TE,4301672.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mal Mariani,San Francisco 49ers,TE,15750000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ryan Lundy,New England Patriots,LT,4348328.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tiki Meisner,Denver Broncos,CB,1.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Natrone Boling,Pittsburgh Steelers,ILB,3772356.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
